User_ID,Event_Type,Event_Date,Interaction_Duration,Language_Used,Location,Privacy_Consent,Event_Participation_Freq,Social_Interaction_Freq,Cultural_Engagement_Level,Preferred_Time_of_Activity,Seasonal_Activity_Pattern,Event_Recommendation_Score,Cultural_Content_Suggested,Anonymization_Flag,Data_Owner
U3702,Language Class,1/19/2024,30 minutes,Regional Language,Zone B,Pending,10,10,Medium,Evening,No,0.37,Language Learning App,FALSE,User
U3703,Exhibition,9/21/2024,2 hours,Regional Language,Zone A,Pending,6,6,High,Evening,No,0.31,Folklore Videos,FALSE,Platform
U3704,Language Class,11/12/2024,30 minutes,English,Zone D,Accepted,18,8,High,Afternoon,No,0.98,Traditional Music Playlist,TRUE,Platform
U3705,Festival,1/20/2024,2 hours,Local Dialect,Zone C,Accepted,15,6,Low,Evening,Yes,0.76,Traditional Music Playlist,FALSE,User
U3706,Art Fair,4/15/2024,2 hours,Regional Language,Zone D,Accepted,14,3,High,Morning,No,0.43,Language Learning App,FALSE,Platform
U3707,Art Fair,8/24/2024,2 hours,English,Zone D,Pending,16,7,High,Afternoon,No,0.6,Traditional Music Playlist,FALSE,Platform
U3708,Workshop,11/1/2024,1 hour,Local Dialect,Zone C,Pending,4,6,High,Morning,Yes,0.8,Regional Cuisine Recipes,TRUE,Platform
U3709,Workshop,9/2/2024,2 hours,Local Dialect,Zone C,Accepted,19,9,Low,Afternoon,No,0.15,Language Learning App,TRUE,User
U3710,Art Fair,3/21/2024,2 hours,Regional Language,Zone A,Pending,8,4,High,Evening,Yes,0.19,Traditional Music Playlist,TRUE,User
U3711,Festival,5/29/2024,2 hours,Local Dialect,Zone B,Pending,1,1,Low,Evening,No,0.12,Traditional Music Playlist,TRUE,User
U3712,Exhibition,1/31/2025,1 hour,Regional Language,Zone B,Pending,20,6,Low,Morning,No,0.25,Regional Cuisine Recipes,TRUE,User
U3713,Exhibition,1/30/2025,30 minutes,English,Zone B,Pending,13,9,High,Evening,Yes,0.21,Language Learning App,TRUE,Platform
U3714,Festival,1/10/2024,1 hour,Regional Language,Zone A,Pending,9,8,High,Evening,Yes,0.52,Traditional Music Playlist,FALSE,User
U3715,Exhibition,11/16/2024,2 hours,Local Dialect,Zone A,Accepted,1,2,High,Morning,Yes,0.36,Traditional Music Playlist,TRUE,User
U3716,Language Class,8/11/2024,1 hour,Regional Language,Zone C,Accepted,15,3,Medium,Morning,Yes,0.14,Traditional Music Playlist,TRUE,User
U3717,Art Fair,2/17/2025,30 minutes,Regional Language,Zone B,Accepted,15,8,Low,Morning,No,0.5,Folklore Videos,FALSE,User
U3718,Art Fair,9/20/2024,30 minutes,English,Zone D,Pending,14,9,Low,Afternoon,Yes,0.62,Regional Cuisine Recipes,FALSE,Platform
U3719,Festival,5/28/2024,2 hours,Local Dialect,Zone A,Accepted,5,8,Medium,Morning,Yes,0.43,Folklore Videos,TRUE,Platform
U3720,Exhibition,10/4/2024,30 minutes,Regional Language,Zone D,Pending,17,10,Medium,Afternoon,Yes,0.33,Traditional Music Playlist,FALSE,Platform
U3721,Workshop,9/30/2024,1 hour,English,Zone B,Accepted,6,1,High,Afternoon,No,0.45,Language Learning App,TRUE,User
U3722,Workshop,7/12/2024,1 hour,English,Zone B,Accepted,9,3,Medium,Afternoon,Yes,0.57,Regional Cuisine Recipes,TRUE,Platform
U3723,Exhibition,3/7/2025,30 minutes,English,Zone A,Accepted,20,8,Medium,Morning,No,0.49,Language Learning App,FALSE,Platform
U3724,Workshop,6/20/2024,2 hours,English,Zone A,Accepted,19,1,Medium,Afternoon,Yes,0.18,Regional Cuisine Recipes,TRUE,Platform
U3725,Festival,9/21/2024,2 hours,English,Zone C,Pending,17,7,Low,Evening,Yes,0.51,Folklore Videos,FALSE,User
U3726,Festival,3/26/2025,1 hour,Regional Language,Zone D,Accepted,7,4,Medium,Morning,No,0.75,Folklore Videos,TRUE,Platform
U3727,Exhibition,11/5/2024,30 minutes,Regional Language,Zone C,Accepted,8,7,High,Morning,No,0.84,Traditional Music Playlist,TRUE,Platform
U3728,Workshop,1/26/2024,1 hour,Local Dialect,Zone C,Accepted,15,4,Low,Afternoon,No,0.5,Folklore Videos,TRUE,Platform
U3729,Festival,12/15/2024,1 hour,Regional Language,Zone D,Pending,6,8,Low,Morning,Yes,0.99,Folklore Videos,FALSE,User
U3730,Festival,12/21/2024,1 hour,Local Dialect,Zone B,Accepted,1,6,Medium,Afternoon,Yes,0.86,Language Learning App,TRUE,User
U3731,Language Class,1/26/2024,2 hours,Local Dialect,Zone D,Accepted,9,10,Medium,Morning,Yes,0.29,Traditional Music Playlist,FALSE,User
U3732,Language Class,2/3/2024,30 minutes,Local Dialect,Zone B,Accepted,7,10,Medium,Afternoon,No,0.51,Language Learning App,TRUE,User
U3733,Festival,9/20/2024,30 minutes,Regional Language,Zone C,Accepted,20,8,Medium,Morning,No,0.37,Folklore Videos,TRUE,Platform
U3734,Exhibition,5/17/2024,2 hours,English,Zone B,Accepted,19,1,High,Morning,Yes,0.6,Folklore Videos,FALSE,User
U3735,Art Fair,10/30/2024,1 hour,Local Dialect,Zone B,Pending,4,9,Medium,Afternoon,No,0.3,Traditional Music Playlist,FALSE,Platform
U3736,Art Fair,7/1/2024,1 hour,English,Zone B,Accepted,1,9,High,Evening,No,0.13,Traditional Music Playlist,FALSE,Platform
U3737,Festival,12/28/2024,2 hours,Local Dialect,Zone D,Pending,9,6,Medium,Morning,Yes,0.91,Language Learning App,FALSE,User
U3738,Festival,8/29/2024,30 minutes,Regional Language,Zone B,Pending,2,9,Medium,Evening,Yes,0.57,Folklore Videos,TRUE,Platform
U3739,Festival,2/23/2024,2 hours,Local Dialect,Zone D,Accepted,16,6,High,Evening,Yes,0.92,Regional Cuisine Recipes,FALSE,Platform
U3740,Exhibition,6/16/2024,30 minutes,Regional Language,Zone A,Accepted,2,6,Medium,Morning,Yes,0.21,Language Learning App,FALSE,User
U3741,Language Class,4/28/2024,30 minutes,English,Zone A,Pending,3,4,Low,Morning,Yes,0.24,Regional Cuisine Recipes,FALSE,Platform
U3742,Festival,5/22/2024,30 minutes,Regional Language,Zone C,Accepted,14,3,High,Afternoon,Yes,0.3,Language Learning App,FALSE,User
U3743,Festival,3/21/2024,1 hour,English,Zone C,Accepted,13,3,High,Afternoon,Yes,0.51,Folklore Videos,FALSE,Platform
U3744,Workshop,9/1/2024,1 hour,Regional Language,Zone D,Pending,17,2,Low,Evening,Yes,0.89,Folklore Videos,TRUE,User
U3745,Exhibition,2/5/2025,2 hours,Local Dialect,Zone B,Accepted,10,4,High,Afternoon,Yes,0.69,Language Learning App,FALSE,Platform
U3746,Festival,12/17/2024,2 hours,Local Dialect,Zone B,Pending,3,9,Medium,Afternoon,Yes,0.15,Language Learning App,TRUE,Platform
U3747,Workshop,12/23/2024,1 hour,Regional Language,Zone A,Pending,4,7,High,Afternoon,No,0.47,Regional Cuisine Recipes,FALSE,Platform
U3748,Art Fair,2/10/2025,2 hours,English,Zone D,Accepted,5,3,High,Afternoon,Yes,0.75,Folklore Videos,TRUE,User
U3749,Festival,3/2/2024,1 hour,English,Zone B,Accepted,11,8,Low,Morning,Yes,0.39,Traditional Music Playlist,TRUE,User
U3750,Festival,2/15/2024,1 hour,English,Zone B,Pending,6,9,High,Afternoon,Yes,0.54,Regional Cuisine Recipes,FALSE,User
U3751,Workshop,3/27/2024,30 minutes,Regional Language,Zone D,Pending,1,1,Medium,Evening,No,0.74,Traditional Music Playlist,FALSE,User
U3752,Exhibition,4/8/2024,30 minutes,Regional Language,Zone C,Accepted,19,1,High,Morning,No,0.97,Traditional Music Playlist,FALSE,Platform
U3753,Festival,10/21/2024,1 hour,Regional Language,Zone D,Pending,7,9,High,Morning,Yes,0.4,Language Learning App,FALSE,User
U3754,Art Fair,2/2/2025,30 minutes,Regional Language,Zone D,Pending,10,9,Low,Evening,Yes,0.77,Language Learning App,TRUE,Platform
U3755,Festival,2/22/2024,1 hour,English,Zone B,Accepted,12,7,Low,Morning,Yes,0.77,Traditional Music Playlist,TRUE,User
U3756,Art Fair,7/10/2024,30 minutes,English,Zone A,Accepted,12,3,High,Morning,No,0.59,Regional Cuisine Recipes,FALSE,User
U3757,Language Class,3/22/2025,2 hours,Regional Language,Zone B,Pending,1,4,Medium,Evening,No,0.83,Language Learning App,TRUE,User
U3758,Language Class,3/20/2024,2 hours,Regional Language,Zone B,Accepted,9,7,Low,Afternoon,Yes,0.58,Folklore Videos,FALSE,Platform
U3759,Art Fair,1/16/2024,1 hour,English,Zone B,Pending,17,9,Low,Morning,Yes,0.66,Traditional Music Playlist,FALSE,Platform
U3760,Exhibition,12/25/2024,1 hour,English,Zone D,Pending,12,8,Medium,Afternoon,Yes,0.85,Language Learning App,FALSE,Platform
U3761,Festival,11/21/2024,30 minutes,Local Dialect,Zone D,Accepted,2,8,Low,Evening,No,0.53,Regional Cuisine Recipes,TRUE,User
U3762,Festival,7/12/2024,30 minutes,Regional Language,Zone B,Pending,9,1,High,Morning,No,0.53,Language Learning App,TRUE,User
U3763,Language Class,5/20/2024,1 hour,Local Dialect,Zone B,Pending,12,6,Low,Afternoon,No,0.63,Traditional Music Playlist,TRUE,Platform
U3764,Art Fair,4/17/2024,2 hours,English,Zone A,Pending,4,6,Medium,Evening,Yes,0.82,Traditional Music Playlist,FALSE,Platform
U3765,Festival,10/29/2024,2 hours,English,Zone C,Accepted,12,5,High,Morning,No,0.21,Language Learning App,FALSE,User
U3766,Festival,9/21/2024,1 hour,Regional Language,Zone B,Accepted,18,1,Medium,Morning,Yes,0.79,Folklore Videos,TRUE,Platform
U3767,Exhibition,3/22/2025,2 hours,Local Dialect,Zone D,Pending,3,3,Medium,Afternoon,No,0.37,Folklore Videos,TRUE,Platform
U3768,Workshop,10/16/2024,1 hour,English,Zone C,Pending,1,4,Medium,Morning,Yes,0.16,Regional Cuisine Recipes,TRUE,User
U3769,Language Class,7/27/2024,30 minutes,Local Dialect,Zone C,Pending,18,10,Medium,Afternoon,Yes,0.81,Folklore Videos,TRUE,Platform
U3770,Language Class,2/16/2025,2 hours,Local Dialect,Zone A,Accepted,8,7,Low,Afternoon,Yes,0.23,Regional Cuisine Recipes,FALSE,Platform
U3771,Workshop,6/13/2024,2 hours,Local Dialect,Zone C,Pending,19,5,Low,Morning,Yes,0.29,Folklore Videos,FALSE,Platform
U3772,Festival,3/2/2025,30 minutes,Local Dialect,Zone B,Accepted,4,2,Low,Evening,No,0.74,Folklore Videos,FALSE,User
U3773,Exhibition,12/7/2024,30 minutes,Local Dialect,Zone B,Pending,16,3,Low,Morning,Yes,0.61,Traditional Music Playlist,FALSE,User
U3774,Exhibition,1/5/2025,2 hours,Regional Language,Zone D,Pending,17,1,High,Evening,No,0.93,Language Learning App,TRUE,User
U3775,Language Class,11/15/2024,2 hours,Regional Language,Zone B,Accepted,9,6,Low,Afternoon,No,0.96,Traditional Music Playlist,FALSE,User
U3776,Exhibition,5/31/2024,1 hour,Local Dialect,Zone B,Accepted,8,8,Medium,Afternoon,No,0.38,Regional Cuisine Recipes,FALSE,Platform
U3777,Workshop,3/30/2025,1 hour,Regional Language,Zone A,Accepted,20,4,High,Morning,No,0.39,Folklore Videos,TRUE,Platform
U3778,Festival,10/16/2024,2 hours,English,Zone C,Pending,19,2,Low,Morning,Yes,0.29,Language Learning App,FALSE,Platform
U3779,Workshop,3/7/2025,1 hour,Local Dialect,Zone A,Pending,7,4,Low,Morning,Yes,0.57,Regional Cuisine Recipes,TRUE,User
U3780,Art Fair,9/24/2024,30 minutes,Regional Language,Zone C,Accepted,12,10,High,Afternoon,No,0.44,Traditional Music Playlist,FALSE,Platform
U3781,Language Class,5/30/2024,1 hour,Regional Language,Zone A,Accepted,1,4,Low,Morning,Yes,0.11,Folklore Videos,TRUE,Platform
U3782,Exhibition,7/25/2024,1 hour,English,Zone D,Pending,17,5,Medium,Evening,Yes,0.46,Folklore Videos,FALSE,Platform
U3783,Art Fair,9/11/2024,2 hours,English,Zone A,Pending,6,3,Medium,Evening,Yes,0.16,Language Learning App,TRUE,Platform
U3784,Exhibition,12/18/2024,1 hour,English,Zone A,Accepted,5,9,Medium,Afternoon,No,0.82,Regional Cuisine Recipes,FALSE,User
U3785,Festival,1/11/2025,2 hours,English,Zone D,Pending,20,7,Medium,Afternoon,No,0.94,Language Learning App,TRUE,Platform
U3786,Festival,5/20/2024,2 hours,Local Dialect,Zone B,Accepted,7,9,Low,Morning,Yes,0.37,Language Learning App,TRUE,User
U3787,Festival,12/8/2024,2 hours,Regional Language,Zone B,Pending,12,7,Medium,Morning,Yes,0.69,Regional Cuisine Recipes,TRUE,User
U3788,Exhibition,12/23/2024,30 minutes,Regional Language,Zone D,Accepted,5,10,Low,Evening,Yes,0.18,Traditional Music Playlist,TRUE,User
U3789,Art Fair,4/5/2024,1 hour,English,Zone D,Pending,2,4,Low,Evening,No,0.43,Regional Cuisine Recipes,FALSE,Platform
U3790,Festival,3/4/2025,1 hour,Regional Language,Zone A,Pending,4,5,Low,Afternoon,No,0.62,Regional Cuisine Recipes,TRUE,User
U3791,Art Fair,1/4/2025,1 hour,Regional Language,Zone D,Pending,17,7,Low,Morning,No,0.19,Language Learning App,FALSE,User
U3792,Exhibition,8/14/2024,2 hours,Regional Language,Zone D,Accepted,8,6,High,Morning,No,0.44,Language Learning App,FALSE,Platform
U3793,Art Fair,7/11/2024,30 minutes,English,Zone C,Accepted,20,9,High,Morning,Yes,0.96,Regional Cuisine Recipes,TRUE,Platform
U3794,Exhibition,10/29/2024,2 hours,Regional Language,Zone C,Accepted,5,3,High,Morning,No,0.25,Regional Cuisine Recipes,FALSE,Platform
U3795,Exhibition,11/9/2024,1 hour,Regional Language,Zone B,Pending,17,8,Medium,Evening,Yes,0.66,Traditional Music Playlist,FALSE,User
U3796,Language Class,1/23/2025,2 hours,Regional Language,Zone D,Pending,20,10,Low,Morning,No,0.85,Folklore Videos,TRUE,Platform
U3797,Exhibition,1/11/2025,2 hours,Local Dialect,Zone A,Accepted,4,4,Low,Evening,No,0.79,Language Learning App,FALSE,Platform
U3798,Exhibition,4/27/2024,1 hour,Local Dialect,Zone B,Pending,18,9,Medium,Afternoon,Yes,0.79,Regional Cuisine Recipes,FALSE,User
U3799,Workshop,1/5/2024,2 hours,Regional Language,Zone B,Accepted,18,1,High,Morning,Yes,0.15,Traditional Music Playlist,TRUE,Platform
U3800,Festival,3/19/2025,2 hours,Regional Language,Zone B,Pending,18,5,Low,Evening,No,0.98,Language Learning App,FALSE,Platform
U3801,Language Class,12/17/2024,30 minutes,Regional Language,Zone D,Pending,16,4,Medium,Evening,No,0.75,Folklore Videos,FALSE,Platform
U3802,Language Class,8/30/2024,2 hours,Regional Language,Zone D,Pending,11,5,High,Evening,Yes,0.96,Traditional Music Playlist,FALSE,Platform
U3803,Language Class,1/21/2024,30 minutes,Regional Language,Zone A,Accepted,8,6,Medium,Morning,No,0.98,Folklore Videos,TRUE,User
U3804,Workshop,5/31/2024,1 hour,Regional Language,Zone A,Accepted,12,1,Medium,Evening,No,0.42,Regional Cuisine Recipes,TRUE,Platform
U3805,Exhibition,5/7/2024,30 minutes,Local Dialect,Zone B,Accepted,18,8,Low,Evening,No,0.59,Language Learning App,TRUE,User
U3806,Festival,5/3/2024,2 hours,English,Zone D,Pending,18,3,High,Afternoon,Yes,0.76,Traditional Music Playlist,FALSE,Platform
U3807,Art Fair,5/25/2024,1 hour,Regional Language,Zone A,Pending,8,7,High,Morning,No,0.86,Regional Cuisine Recipes,TRUE,Platform
U3808,Exhibition,10/3/2024,2 hours,Regional Language,Zone C,Pending,16,7,Low,Evening,Yes,0.97,Traditional Music Playlist,TRUE,Platform
U3809,Workshop,11/5/2024,2 hours,Regional Language,Zone C,Pending,17,9,High,Evening,No,0.98,Traditional Music Playlist,TRUE,User
U3810,Exhibition,1/28/2025,30 minutes,English,Zone B,Accepted,2,7,Medium,Morning,No,0.39,Regional Cuisine Recipes,FALSE,Platform
U3811,Exhibition,5/31/2024,2 hours,Regional Language,Zone C,Accepted,15,8,Medium,Morning,No,0.71,Language Learning App,FALSE,Platform
U3812,Workshop,12/25/2024,30 minutes,Regional Language,Zone B,Pending,7,4,Medium,Evening,Yes,0.23,Regional Cuisine Recipes,TRUE,Platform
U3813,Language Class,4/20/2024,1 hour,English,Zone D,Accepted,1,10,Low,Morning,Yes,0.83,Language Learning App,TRUE,User
U3814,Language Class,4/25/2024,1 hour,Regional Language,Zone B,Pending,2,4,High,Morning,Yes,0.24,Traditional Music Playlist,FALSE,Platform
U3815,Festival,7/6/2024,2 hours,English,Zone B,Pending,4,10,Low,Morning,Yes,0.9,Traditional Music Playlist,TRUE,Platform
U3816,Festival,2/26/2024,30 minutes,English,Zone D,Accepted,16,8,Low,Morning,No,0.98,Regional Cuisine Recipes,TRUE,Platform
U3817,Language Class,9/7/2024,2 hours,Regional Language,Zone A,Accepted,12,4,Low,Morning,Yes,0.18,Traditional Music Playlist,FALSE,User
U3818,Art Fair,1/18/2025,2 hours,Local Dialect,Zone A,Accepted,17,4,Low,Evening,No,0.56,Traditional Music Playlist,FALSE,User
U3819,Exhibition,2/10/2025,2 hours,Local Dialect,Zone A,Pending,4,10,High,Evening,Yes,0.34,Folklore Videos,FALSE,Platform
U3820,Art Fair,5/29/2024,2 hours,Regional Language,Zone A,Pending,16,3,Medium,Afternoon,No,0.52,Folklore Videos,FALSE,Platform
U3821,Exhibition,3/27/2025,30 minutes,English,Zone B,Pending,7,3,Medium,Afternoon,No,0.36,Folklore Videos,TRUE,Platform
U3822,Language Class,6/10/2024,2 hours,English,Zone A,Accepted,8,4,Medium,Morning,No,0.16,Language Learning App,TRUE,User
U3823,Festival,4/29/2024,1 hour,English,Zone C,Accepted,9,2,High,Morning,Yes,0.45,Folklore Videos,FALSE,Platform
U3824,Festival,3/10/2024,30 minutes,Regional Language,Zone C,Accepted,14,3,High,Evening,No,0.28,Regional Cuisine Recipes,TRUE,User
U3825,Art Fair,2/15/2025,2 hours,Local Dialect,Zone A,Accepted,9,2,High,Afternoon,Yes,0.59,Folklore Videos,FALSE,User
U3826,Festival,12/16/2024,30 minutes,English,Zone C,Accepted,15,6,Medium,Morning,Yes,0.71,Language Learning App,FALSE,Platform
U3827,Language Class,4/8/2024,2 hours,English,Zone C,Accepted,4,3,High,Morning,No,0.46,Folklore Videos,FALSE,Platform
U3828,Art Fair,6/15/2024,1 hour,Regional Language,Zone D,Accepted,3,2,Medium,Afternoon,Yes,0.28,Regional Cuisine Recipes,FALSE,User
U3829,Exhibition,10/24/2024,1 hour,Local Dialect,Zone D,Pending,10,9,Medium,Afternoon,Yes,0.27,Folklore Videos,FALSE,Platform
U3830,Festival,5/30/2024,1 hour,Local Dialect,Zone A,Accepted,4,8,Low,Morning,No,0.1,Folklore Videos,FALSE,User
U3831,Workshop,11/21/2024,30 minutes,Regional Language,Zone B,Accepted,18,5,High,Afternoon,Yes,0.73,Traditional Music Playlist,TRUE,User
U3832,Festival,1/2/2024,1 hour,Local Dialect,Zone B,Pending,11,9,Low,Afternoon,Yes,0.33,Folklore Videos,FALSE,User
U3833,Exhibition,5/31/2024,2 hours,Regional Language,Zone D,Pending,19,5,High,Afternoon,Yes,0.97,Folklore Videos,FALSE,User
U3834,Art Fair,2/4/2025,2 hours,English,Zone D,Accepted,19,5,High,Evening,No,0.77,Traditional Music Playlist,FALSE,User
U3835,Exhibition,12/30/2024,2 hours,Regional Language,Zone B,Pending,18,4,Low,Morning,Yes,0.37,Folklore Videos,FALSE,Platform
U3836,Workshop,3/5/2024,30 minutes,English,Zone A,Accepted,13,3,High,Afternoon,No,0.24,Regional Cuisine Recipes,FALSE,Platform
U3837,Language Class,11/21/2024,30 minutes,Regional Language,Zone B,Accepted,4,10,High,Afternoon,No,0.66,Regional Cuisine Recipes,FALSE,User
U3838,Festival,3/9/2024,1 hour,English,Zone B,Accepted,3,9,High,Morning,Yes,0.88,Folklore Videos,FALSE,User
U3839,Art Fair,4/30/2024,30 minutes,English,Zone C,Pending,16,4,Medium,Evening,No,0.63,Regional Cuisine Recipes,TRUE,Platform
U3840,Language Class,4/18/2024,2 hours,Regional Language,Zone B,Pending,14,7,Medium,Morning,No,0.11,Traditional Music Playlist,TRUE,User
U3841,Exhibition,11/11/2024,2 hours,English,Zone D,Accepted,10,5,High,Afternoon,Yes,0.81,Folklore Videos,TRUE,User
U3842,Art Fair,9/3/2024,2 hours,Local Dialect,Zone A,Pending,6,7,Low,Afternoon,Yes,0.97,Folklore Videos,FALSE,Platform
U3843,Language Class,3/9/2025,30 minutes,Regional Language,Zone B,Accepted,8,8,Medium,Morning,Yes,0.14,Language Learning App,TRUE,User
U3844,Art Fair,4/2/2024,2 hours,Local Dialect,Zone C,Accepted,16,8,Medium,Evening,No,0.83,Traditional Music Playlist,FALSE,Platform
U3845,Workshop,9/24/2024,1 hour,English,Zone D,Pending,10,10,High,Morning,Yes,0.75,Traditional Music Playlist,FALSE,User
U3846,Workshop,4/12/2024,30 minutes,English,Zone D,Pending,7,6,Medium,Morning,Yes,0.46,Folklore Videos,FALSE,Platform
U3847,Festival,3/6/2025,2 hours,English,Zone C,Pending,19,5,Low,Morning,No,0.67,Folklore Videos,TRUE,Platform
U3848,Festival,3/26/2025,2 hours,Regional Language,Zone D,Accepted,18,2,Low,Evening,Yes,0.24,Traditional Music Playlist,FALSE,Platform
U3849,Workshop,4/21/2024,30 minutes,English,Zone C,Pending,13,8,Low,Morning,Yes,0.75,Regional Cuisine Recipes,FALSE,Platform
U3850,Art Fair,11/16/2024,30 minutes,Local Dialect,Zone D,Pending,8,5,Low,Morning,Yes,0.62,Traditional Music Playlist,FALSE,Platform
U3851,Workshop,2/14/2025,1 hour,Local Dialect,Zone D,Pending,14,8,Medium,Morning,No,0.18,Language Learning App,FALSE,User
U3852,Festival,10/30/2024,30 minutes,Regional Language,Zone D,Accepted,9,6,Medium,Afternoon,Yes,0.88,Regional Cuisine Recipes,TRUE,User
U3853,Workshop,12/9/2024,2 hours,Local Dialect,Zone D,Accepted,12,8,Low,Evening,No,0.22,Traditional Music Playlist,TRUE,Platform
U3854,Workshop,3/2/2024,1 hour,Regional Language,Zone C,Accepted,6,1,Medium,Afternoon,No,0.49,Folklore Videos,FALSE,Platform
U3855,Art Fair,10/26/2024,2 hours,Regional Language,Zone B,Accepted,20,9,High,Afternoon,Yes,0.22,Traditional Music Playlist,FALSE,Platform
U3856,Language Class,2/6/2025,2 hours,English,Zone D,Accepted,12,9,High,Morning,Yes,0.68,Folklore Videos,TRUE,Platform
U3857,Festival,3/18/2025,2 hours,Local Dialect,Zone C,Pending,19,3,High,Afternoon,Yes,0.76,Traditional Music Playlist,FALSE,User
U3858,Art Fair,5/15/2024,30 minutes,Local Dialect,Zone C,Pending,12,5,High,Morning,Yes,0.95,Folklore Videos,FALSE,User
U3859,Workshop,2/24/2024,30 minutes,Local Dialect,Zone C,Accepted,7,7,High,Morning,No,0.33,Traditional Music Playlist,FALSE,User
U3860,Workshop,4/17/2024,2 hours,English,Zone B,Pending,15,8,Low,Morning,Yes,0.43,Regional Cuisine Recipes,FALSE,User
U3861,Language Class,10/29/2024,30 minutes,Regional Language,Zone A,Accepted,16,7,Medium,Afternoon,No,0.45,Folklore Videos,FALSE,User
U3862,Festival,9/14/2024,2 hours,Local Dialect,Zone C,Accepted,4,3,Low,Evening,Yes,0.19,Regional Cuisine Recipes,FALSE,Platform
U3863,Festival,9/9/2024,30 minutes,Local Dialect,Zone C,Accepted,6,7,Low,Morning,Yes,0.83,Regional Cuisine Recipes,FALSE,User
U3864,Exhibition,8/9/2024,30 minutes,Local Dialect,Zone C,Accepted,16,1,Low,Evening,No,0.17,Regional Cuisine Recipes,TRUE,User
U3865,Festival,1/3/2025,30 minutes,Local Dialect,Zone B,Accepted,15,5,Medium,Evening,No,0.4,Regional Cuisine Recipes,TRUE,User
U3866,Language Class,6/15/2024,1 hour,English,Zone D,Accepted,2,9,High,Afternoon,No,0.27,Traditional Music Playlist,TRUE,Platform
U3867,Exhibition,3/4/2025,30 minutes,Regional Language,Zone B,Pending,3,2,Low,Morning,Yes,0.7,Regional Cuisine Recipes,FALSE,User
U3868,Exhibition,6/8/2024,1 hour,Local Dialect,Zone C,Pending,15,3,Medium,Afternoon,Yes,0.92,Folklore Videos,TRUE,Platform
U3869,Workshop,3/24/2025,1 hour,Local Dialect,Zone A,Pending,8,9,Low,Evening,Yes,0.77,Folklore Videos,TRUE,Platform
U3870,Workshop,6/14/2024,1 hour,Regional Language,Zone C,Pending,12,3,Medium,Evening,No,0.8,Traditional Music Playlist,FALSE,Platform
U3871,Festival,7/23/2024,2 hours,English,Zone D,Pending,2,8,Low,Evening,No,0.17,Language Learning App,TRUE,Platform
U3872,Exhibition,9/23/2024,30 minutes,English,Zone A,Pending,15,6,High,Morning,No,0.77,Language Learning App,FALSE,Platform
U3873,Workshop,5/17/2024,2 hours,English,Zone A,Accepted,8,7,Medium,Morning,No,0.16,Folklore Videos,FALSE,Platform
U3874,Language Class,1/2/2025,1 hour,English,Zone B,Accepted,11,5,Low,Afternoon,Yes,0.54,Traditional Music Playlist,TRUE,User
U3875,Workshop,3/18/2025,30 minutes,Local Dialect,Zone B,Accepted,17,10,High,Evening,No,0.72,Traditional Music Playlist,TRUE,Platform
U3876,Workshop,12/11/2024,2 hours,Regional Language,Zone D,Accepted,1,7,High,Morning,Yes,0.33,Regional Cuisine Recipes,TRUE,Platform
U3877,Exhibition,9/4/2024,1 hour,Regional Language,Zone B,Pending,20,10,Medium,Evening,No,0.71,Regional Cuisine Recipes,FALSE,Platform
U3878,Exhibition,2/24/2024,2 hours,Regional Language,Zone D,Accepted,15,10,High,Morning,Yes,0.89,Folklore Videos,TRUE,User
U3879,Art Fair,2/7/2025,2 hours,English,Zone A,Pending,2,3,Medium,Afternoon,Yes,0.89,Language Learning App,TRUE,Platform
U3880,Language Class,7/27/2024,30 minutes,English,Zone A,Pending,10,5,Medium,Evening,Yes,0.27,Language Learning App,FALSE,Platform
U3881,Exhibition,1/17/2024,30 minutes,Regional Language,Zone A,Pending,20,6,High,Morning,Yes,0.35,Traditional Music Playlist,FALSE,Platform
U3882,Festival,3/8/2024,2 hours,Local Dialect,Zone D,Pending,6,9,High,Afternoon,Yes,0.7,Language Learning App,FALSE,Platform
U3883,Language Class,5/12/2024,30 minutes,English,Zone B,Pending,3,4,Medium,Afternoon,Yes,0.86,Traditional Music Playlist,TRUE,User
U3884,Language Class,7/6/2024,30 minutes,Local Dialect,Zone B,Pending,13,8,High,Morning,Yes,0.51,Traditional Music Playlist,TRUE,Platform
U3885,Exhibition,2/10/2025,2 hours,Regional Language,Zone B,Accepted,15,8,Medium,Afternoon,No,0.93,Language Learning App,FALSE,User
U3886,Language Class,3/5/2025,30 minutes,English,Zone C,Accepted,6,10,High,Morning,No,0.62,Traditional Music Playlist,TRUE,Platform
U3887,Exhibition,11/3/2024,30 minutes,Local Dialect,Zone A,Accepted,9,6,Medium,Evening,No,0.34,Traditional Music Playlist,FALSE,Platform
U3888,Workshop,5/17/2024,1 hour,English,Zone A,Accepted,10,8,High,Afternoon,No,0.12,Traditional Music Playlist,FALSE,Platform
U3889,Art Fair,6/22/2024,30 minutes,Regional Language,Zone C,Accepted,9,5,High,Evening,No,0.83,Folklore Videos,TRUE,Platform
U3890,Workshop,2/15/2025,1 hour,Regional Language,Zone A,Accepted,18,1,Low,Morning,No,0.18,Traditional Music Playlist,FALSE,Platform
U3891,Exhibition,4/6/2024,2 hours,Regional Language,Zone A,Accepted,9,4,Low,Evening,Yes,0.17,Folklore Videos,FALSE,Platform
